iter	Logloss
0	0.6375073074
1	0.5910909151
2	0.547133188
3	0.5065711026
4	0.4599509182
5	0.4277360056
6	0.3960041334
7	0.3638047198
8	0.3347692698
9	0.3122028714
10	0.2872584731
11	0.2656275332
12	0.2451785292
13	0.2249675845
14	0.2061328023
15	0.1931727794
16	0.1810464521
17	0.1688623549
18	0.1585943614
19	0.1468117689
20	0.1380884653
21	0.1265631987
22	0.1183692221
23	0.1104922009
24	0.102775362
25	0.09682636244
26	0.0912173623
27	0.08629612543
28	0.08267165167
29	0.07819808294
30	0.07342728772
31	0.06821917584
32	0.06459459788
33	0.05976102547
34	0.05771832735
35	0.05529440871
36	0.05243761992
37	0.04921249689
38	0.04623790969
39	0.04456017941
40	0.04196624186
41	0.04055421317
42	0.03925521584
43	0.03676085832
44	0.03450888868
45	0.03269346988
46	0.03181381407
47	0.03018436481
48	0.02858842369
49	0.02721265201
50	0.02608833314
51	0.02540728993
52	0.0241156153
53	0.02346467786
54	0.02242471357
55	0.02167001606
56	0.02098575346
57	0.02046942099
58	0.01983699306
59	0.01933788785
60	0.01856098057
61	0.01792849631
62	0.01745931653
63	0.01706929012
64	0.01647108719
65	0.01609112621
66	0.01543195223
67	0.01498497387
68	0.01471690331
69	0.01453842983
70	0.01431419188
71	0.0141716426
72	0.0135207634
73	0.01320606808
74	0.01314766279
75	0.0128537386
76	0.01275582814
77	0.01251965068
78	0.01227766538
79	0.01218020666
80	0.01195856885
81	0.01181103429
82	0.01171651066
83	0.01163653896
84	0.01134513993
85	0.01115175951
86	0.01105161684
87	0.01078518963
88	0.01056898868
89	0.01042450927
90	0.01038648757
91	0.01014635224
92	0.01010185681
93	0.009795321315
94	0.009585959927
95	0.009511810591
96	0.009406116548
97	0.009352385492
98	0.009291827265
99	0.009228973824
100	0.009137728636
101	0.009027341
102	0.008892996924
103	0.008811787107
104	0.008730873464
105	0.008633375375
106	0.008451836454
107	0.008347551412
108	0.008273947094
109	0.008250277168
110	0.00822361028
111	0.008055350348
112	0.007991688084
113	0.007818457078
114	0.007762275877
115	0.007590337349
116	0.007512805237
117	0.007456565851
118	0.007437583391
119	0.007387863585
120	0.007348259562
121	0.007300249459
122	0.007186866891
123	0.007080721934
124	0.007051618333
125	0.007027911936
126	0.006921580224
127	0.00686461285
128	0.00674534771
129	0.006665954082
130	0.006578522416
131	0.006485331723
132	0.006282657827
133	0.006234568457
134	0.006189391797
135	0.00611117457
136	0.006011732224
137	0.005913185651
138	0.005899418324
139	0.00580919723
140	0.005735717456
141	0.005677260512
142	0.005597259805
143	0.005587223462
144	0.005509520896
145	0.005475533239
146	0.005369509382
147	0.005323819235
148	0.005315095994
149	0.00530190919
150	0.005293663343
151	0.005214028917
152	0.005200892838
153	0.005180525576
154	0.005130968839
155	0.005124753523
156	0.005083713163
157	0.005074576623
158	0.004991779724
159	0.004963873399
160	0.004945073955
161	0.004921499281
162	0.004890446309
163	0.00486746732
164	0.004836269135
165	0.004808050169
166	0.004794187077
167	0.00477037439
168	0.004690385491
169	0.004659970272
170	0.004641484706
171	0.004620357379
172	0.004603291245
173	0.004562278138
174	0.00448773804
175	0.004481847714
176	0.004444305993
177	0.004432891801
178	0.004416983844
179	0.004404058466
180	0.004365846347
181	0.004312386838
182	0.004306496256
183	0.004279737001
184	0.004237623819
185	0.004180646799
186	0.004168788253
187	0.004149324775
188	0.004125663636
189	0.004080261787
190	0.004059041534
191	0.004049757065
192	0.004023242341
193	0.003962009313
194	0.003891816582
195	0.003880676405
196	0.003828586645
197	0.003772486819
198	0.003729497157
199	0.003682335129
200	0.003673272171
201	0.003666308999
202	0.003657684343
203	0.003635487026
204	0.003560668407
205	0.003540719945
206	0.003515957434
207	0.003474076245
208	0.003426373547
209	0.003411983366
210	0.003406543011
211	0.003382287964
212	0.003351215927
213	0.003345861812
214	0.003304796194
215	0.003294096511
216	0.003285451935
217	0.003261555801
218	0.003250979701
219	0.003221808827
220	0.003209075383
221	0.003156925974
222	0.003130256621
223	0.003115698764
224	0.003115697422
225	0.003111835008
226	0.003099439055
227	0.003094650324
228	0.003089405509
229	0.003082969997
230	0.003049417366
231	0.003037726884
232	0.00298568127
233	0.002953754141
234	0.002940203483
235	0.002913423894
236	0.002881447653
237	0.002862870621
238	0.002850173138
239	0.002844919861
240	0.002820865062
241	0.002795527461
242	0.002759802783
243	0.002748523888
244	0.002715494791
245	0.002673158503
246	0.002664792233
247	0.002639117237
248	0.002639100381
249	0.002632727419
250	0.002632696306
251	0.002613101704
252	0.002596973467
253	0.00256166038
254	0.002526124755
255	0.002470965617
256	0.002463424864
257	0.002446749091
258	0.002436107738
259	0.002416452219
260	0.002403105896
261	0.002380988007
262	0.002357794868
263	0.002344591126
264	0.002337074476
265	0.00233169872
266	0.002324000213
267	0.002308856869
268	0.002308839258
269	0.002290307934
270	0.002280957426
271	0.002267863799
272	0.002256373693
273	0.002250705781
274	0.002228860968
275	0.002228861639
276	0.002214791089
277	0.002205100624
278	0.002181736731
279	0.002176886117
280	0.002171305206
281	0.002155398127
282	0.00214429147
283	0.002124585974
284	0.002124588154
285	0.002112625433
286	0.002103636248
287	0.002090844916
288	0.002084349984
289	0.002068436119
290	0.002061650008
291	0.002061650176
292	0.002061650176
293	0.002046235769
294	0.002035868413
295	0.002023276782
296	0.002010727786
297	0.001999856903
298	0.001988005666
299	0.001981841772
300	0.001981834225
301	0.001975627736
302	0.001965771896
303	0.001965769045
304	0.001956406074
305	0.001945660885
306	0.001945659544
307	0.001936500386
308	0.001929441637
309	0.001918880631
310	0.001905418909
311	0.001893258825
312	0.001881440813
313	0.001871726503
314	0.001855537058
315	0.001850225482
316	0.001850208878
317	0.001834828304
318	0.001819264981
319	0.001819264981
320	0.001797930626
321	0.00179793767
322	0.001790595689
323	0.001783946185
324	0.00177616507
325	0.001765023296
326	0.001765020445
327	0.001753489414
328	0.001733268013
329	0.001733275896
330	0.001720852242
331	0.001717069799
332	0.001714502489
333	0.001708094397
334	0.001703762441
335	0.001691026308
336	0.001691026308
337	0.001681242837
338	0.001673580233
339	0.001673576544
340	0.001673566983
341	0.001659619386
342	0.001643740944
343	0.001633620547
344	0.001625627025
345	0.001607983263
346	0.001597446595
347	0.00158865471
348	0.001581107778
349	0.001573425631
350	0.001560211665
351	0.001554484529
352	0.001541187078
353	0.001535727935
354	0.001535743534
355	0.001535724916
356	0.001528576384
357	0.001523159722
358	0.001517895554
359	0.001507664124
360	0.001500459908
361	0.001500440955
362	0.001495137014
363	0.001486049816
364	0.001479161978
365	0.00147915963
366	0.001452864882
367	0.001448431506
368	0.001448427983
369	0.001443962659
370	0.00144395595
371	0.001438157954
372	0.001432863231
373	0.00142789882
374	0.001422511036
375	0.001417758176
376	0.001399050316
377	0.001390239304
378	0.001384812112
379	0.001383434211
380	0.001381791361
381	0.001381779285
382	0.001376038116
383	0.001376038451
384	0.001370663225
385	0.001362020078
386	0.001357245239
387	0.001357242136
388	0.001347540459
389	0.001347521003
390	0.001347516223
391	0.001347511359
392	0.001339927556
393	0.001339906675
394	0.001339921854
395	0.001330903933
396	0.001330876007
397	0.001330881207
398	0.001323424228
399	0.001323419532
400	0.001323425738
401	0.001315864381
402	0.001315876709
403	0.001309218534
404	0.001309218114
405	0.001309215515
406	0.001309210315
407	0.001303916631
408	0.001303908077
409	0.001303897259
410	0.001291997052
411	0.001291990091
412	0.001283937918
413	0.001283942363
414	0.00128393557
415	0.001283938841
416	0.001276629346
417	0.001271705882
418	0.001268157518
419	0.001268156344
420	0.001268151145
421	0.001268139991
422	0.001262888041
423	0.00125798121
424	0.001252792524
425	0.001241999349
426	0.001241998762
427	0.001234077555
428	0.001225151043
429	0.001225149869
430	0.001220514415
431	0.001215320442
432	0.001202702875
433	0.001202700946
434	0.001202700275
435	0.001202700275
436	0.001202702372
437	0.001202702372
438	0.001202689373
439	0.001198367164
440	0.001198356849
441	0.001198361964
442	0.001198345108
443	0.001198345108
444	0.001198347959
445	0.001198341167
446	0.0011983332
447	0.001191732365
448	0.001191730604
449	0.001185551115
450	0.001179872619
451	0.001179874967
452	0.001179864149
453	0.001179838907
454	0.001179852324
455	0.001173369821
456	0.001166685883
457	0.001166667936
458	0.001166665588
459	0.001166663576
460	0.001149040688
461	0.001142155288
462	0.001142147321
463	0.001136936018
464	0.001136932747
465	0.001130477944
466	0.001130464442
467	0.001130476267
468	0.001128814101
469	0.001128819552
470	0.001128817707
471	0.001128821229
472	0.001128811333
473	0.001128803786
474	0.001128811669
475	0.001128788355
476	0.001128783994
477	0.001128787181
478	0.001122500156
479	0.001122504265
480	0.001122488164
481	0.001122488164
482	0.001120333956
483	0.001120334291
484	0.001120331356
485	0.001120279949
486	0.001120278859
487	0.001120280536
488	0.001120279446
489	0.001120273156
490	0.001120271647
491	0.001120271647
492	0.001120265441
493	0.001120266783
494	0.001120275253
495	0.001120267621
496	0.001120263847
497	0.001120260074
498	0.001120276846
499	0.00112026695
500	0.00112025957
501	0.001120242547
502	0.001120244056
503	0.001120230722
504	0.00112024045
505	0.001120230387
506	0.001120228122
507	0.001120232064
508	0.00111892441
509	0.001118924913
510	0.001117934394
511	0.001117934394
512	0.001117917286
513	0.001117916112
514	0.001117918041
515	0.001117916615
516	0.001117902107
517	0.001117907223
518	0.001117906552
519	0.001117898166
520	0.00111789934
521	0.001117899256
522	0.001115867176
523	0.001115863822
524	0.001115861725
525	0.001115857532
526	0.001115857532
527	0.001115860216
528	0.001115845959
529	0.001115843192
530	0.001115843192
531	0.001115846462
532	0.001115850739
533	0.001115847469
534	0.001115840341
535	0.0011157697
536	0.001115766765
537	0.001115769952
538	0.001115751754
539	0.001115764584
540	0.001115765339
541	0.001115752424
542	0.001115745296
543	0.001115752928
544	0.001115740348
545	0.00111572436
546	0.00111572763
547	0.00111346317
548	0.001113470382
549	0.001113455706
550	0.001113457551
551	0.001113457551
552	0.001113466189
553	0.001113443379
554	0.001098420675
555	0.001098418411
556	0.001098420423
557	0.001098414218
558	0.00109840885
559	0.001098405244
560	0.001098396858
561	0.00109840818
562	0.001098403148
563	0.001098387969
564	0.00109838604
565	0.001098374719
566	0.001098365326
567	0.001098371113
568	0.001098368513
569	0.001098365997
570	0.001098361049
571	0.001098361133
572	0.001098361972
573	0.001098275959
574	0.001098261031
575	0.001098261786
576	0.001098261786
577	0.001098258935
578	0.001098258935
579	0.001098249962
580	0.001098241995
581	0.001098230841
582	0.001098234363
583	0.001098227655
584	0.001098226816
585	0.001098219772
586	0.001098195116
587	0.001098209373
588	0.001098191091
589	0.001098192013
